DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INADR,ACCTY,ACCNT,ACCST,ACZIP,CLASS,IFED,DTHH,IDATE,FAT,INJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,OPJUD,STHH,STMN,TELRN,TELRT,INPRS,MXPRS,MPEST,TEST,CAUSE,MAP_CAUSE,MAP_SUBCAUSE,PRTLK,PRTLO,PRTFL,PRTFO,MLKD,MLKDO,NMDIA,THK,SPEC,MANU,MANYR,PRTYR,LOCLK,LOCLO,PNAME,PHONE,LOC,ADESC,ADESCO,CAUSR,CAUCO,COAT,PROT,CPYR,CAULK,DMGO,NOTIF,NOTDT,MARK,MRKTP,MRKTO,STAT,CAULC,CAULO,NARRATIVE
6/30/22,YES,YES,19890202,,22763,WISCONSIN GAS CO,N68 W14195 MEMORY LANE,MENOMONEE FALLS,WAUKESHA,WI,53051,3,NO,1517,8/1/89,0,1,0,0,0,Null,3,0,            ,19890801,30,35,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,JOINT,COMPRESSION,STEEL, ,0,0, ,DRESSER,1959,1959,UNDER GROUND OR UNDER WATER, ,"GREGORY B. SCHROADER, P.E.",4142916729,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,6/16/89,YES,2,PAINT,YES,, ,"ON TUESDAY, AUGUST 1, A CONTRUCTION WORKER FOR MAINLINE SEWER & WATER, INC. WAS ON A SEWER MANHOLE WHICH WAS UNDER CONSTRUCTION.  HE LIT A LIGHTER TO SMOKE A CIGARETTE.  THE LIGHTER IGNITED AN EXPLOSIVE NATURAL GAS AND AIR MIXTUREAT THE MANHOLE.  THE WORKER WAS INJURED AND REQUIRED HOSPITALIZATION WITH SECOND & THIRD DEGREE BURNS.  THE SOURCE OF THE NATURAL GAS, WHICH WAS LATER IDENTIFIED, WAS A GAS SERVICE AT N68W14065 MEMORY LINE.  THE GAS SERVICE HAD BEEN DAMAGED BY THE PRESSURE OF BACKFILL IN THE MAINLINE SEWER & WATER TRENCH.THE SERVICE WAS NOT PROPERLY SUPPORTED DURING BACKFILLING OPERATIONS BY MAINLINE SEWER & WATER.  THE PRESSURE OF THE BACKFILL ON THE STEEL GAS SERVICE CAUSED THE 3/4"" STEEL PIPE TO PULL OUT OF A DRESSER COMPRESSION COUPLING.  THE GAS APPARENTLY MIGRATED ALONG THE SEWER TRENCH AND ENTERED THE SEWER BETWEEN VERTICAL SEGMENTS OF THE PRECAST MANHOLE.  THE GAS SERVICE  WAS REPAIRED IMMEDIATELY AFTER THE INCIDENT INVESTIGATION DISCOVERED THE LEAK."
6/30/22,YES,YES,19890204,,2704,CONSOLIDATED EDISON CO OF NEW YORK,60 PARK TERRACE WEST,NEW YORK, ,NY,10034,4,NO,448,7/28/89,0,1,0,0,0,Null,0,21,            ,19890728,0.25,0.43,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,METER SET ASSEMBLY, ,OTHER,METER,OTHER,UNKNOWN,0,0, , ,0,0,WITHIN/UNDER BUILDING, ,"THOMAS COWAN, MANAGER, MANHATTAN DIVISION-GAS ENGINEERING",2125762443,,, ,, ,,Null,,LIGHTNING OR FIRE, ,NO,,NO,0, ,NO,, ,A TRASH FIRE UNDERNEATH A GAS METER MELTED THE SOLDER THAT SEALED THE METER. THIS ACTION ALLOWED GAS TO ESCAPE WHICH WAS THEN IGNITED BY THE FIRE.
6/30/22,YES,YES,19890205,,2704,CONSOLIDATED EDISON CO OF NEW YORK,430 WEST 154 STREET,NEW YORK, ,NY,10032,4,NO,1536,7/15/89,1,1,100000,86183.78025,191497.7109,Null,0,9,            ,19890715,0.25,0.43,BY CFR 192.619(A)(3),0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,HOUSE PIPING,OTHER,OUTLET FOUND OPEN-ENDED,STEEL, ,0,0, , ,0,0,WITHIN/UNDER BUILDING, ,"ROBERT C. GREIS, DIVISION MGR, MANHATTAN GAS CONSTRUCTION",2125762439,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"THE PROBABLE CAUSE OF THE EXPLOSION WAS GAS LEAKING THROUGH AN OPEN-ENDED PIPE, ESCAPING THROUGHOUT THE HOUSE, AND BEING IGNITED BY AN UNKNOWN SOURCE."
6/30/22,NO,NO,19890206,,11680,LONE STAR GAS CO,BENNIE STREET,ROWENA,RUNNELS,TX,     ,4,NO,1250,2/5/89,0,0,5200,4481.556573,9957.880968,Null,0,0,            ,,0.2,0.5,BY TEST,0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,MAIN, ,OTHER,UNKNOWN,POLYETHYLENE PLASTIC, ,0,0, , ,0,0,UNDER PAVEMENT, ,C.D. JENNINGS - MANAGER I,9153652116,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,
6/30/22,YES,YES,19890209,,15007,PACIFIC GAS & ELECTRIC CO,"101 E. 6TH STREET, APT. B",BAKERSFIELD, ,CA,     ,3,NO,1105,7/13/89,1,4,500,430.9189012,957.4885546,Null,0,31,            ,19890713,0.25,0,BY TEST,0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,HOUSE LINE,OTHER,FLEX LINE,OTHER,FLEX LINE TO RANGE,0,0, , ,0,0,WITHIN/UNDER BUILDING, ,"W.R. MAZOTTI - V.P., GAS & ELEC. TECH. SVS.",4159736999,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"SMALL GAS STOVE TOPPLED ON INFANT CAUSING THIRD-PARTY FATALITY. THE OTHER OCCUPANTS WERE OVERCOME BY GAS AND WERE TREATED AT A LOCAL HOSPITAL. NO IGNITION OR EXPLOSION, AND BUILDING WAS EVACUATED. GAS ESCAPED FROM BROKEN FLEX LINE, CAUSED BY FALLING STOVE SEVERING THE LINE."
6/30/22,YES,YES,19890210,,15007,PACIFIC GAS & ELECTRIC CO,804 40TH STREET,OAKLAND,ALAMEDA,CA,94069,3,NO,1223,7/27/89,0,1,25800,22235.4153,49406.40942,YES,0,7,            ,19890727,50,60,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,OTHER,SERVICE RISER,BODY OF PIPE, ,STEEL, ,0.75,0.113,N/A,N/A,0,1959,ABOVE GROUND, ,"W.R. MAZOTTI, V.P. - GAS & ELEC. TECH. SVS.",4159736999,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"AN OUT OF CONTROL VEHICLE STRUCK AND DAMAGED THE SERVICE RISER AT THE ABOVE ADDRESS, ALLOWING GAS TO ESCAPE TO THE ATMOSPHERE.  NEARBY BUILDINGS WERE EVACUATED AS A PRECAUTION."
6/30/22,YES,YES,19890211,,15952,PUBLIC SERVICE ELECTRIC & GAS CO,176 MALVERN STREET,NEWARK,ESSEX,NJ,07101,4,NO,1250,8/18/89,0,1,0,0,0,Null,0,5,            ,19890818,0.25,0.25,BY CFR 192.619(A)(3),0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,MAIN, ,OTHER,NONE,CAST IRON, ,6,0.43,AGLA STDS.,N/A,0,1906,UNDER PAVEMENT, ,"C.W. GREVENITZ, V.P. - GAS OPERATIONS",2014307797,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"ON AUGUST 18, 1989, AT APPROXIMATELY 12:50 P.M., WILLIAM ELMER, STREET MECHANIC, WAS WORKING ON A GAS SERVICE REPLACEMENT.  WHILE PULLING A 2"" PLUG ON A SADDLE OFF A 6"" CAST IRON UTILIZATION PRESSURE MAIN, AN IGNITION OCCURRED FROM AN UNKNOWN SOURCE.  W. ELMER RECEIVED BURNES ON THE FACE AND ARM.  HE WAS TRANSPORTED TO THE COMPANY DISPENSARY AND THEN REFERRED TO ST. BARNABAS HOSPITAL. HE REMAINED OVERNIGHT FOR OBSERVATIONS AND WAS RELEASED THE FOLLOWING DAY."
6/30/22,NO,NO,19890212,,17442,RIO GRANDE VALLEY GAS CO,103 E. JEFFERSON,PORT ISABEL,CAMERON,TX,     ,3,NO,1600,7/27/89,0,0,1000,861.8378025,1914.977109,YES,1,55,            ,19890728,45,60,,0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY, ,OTHER,UNKNOWN,STEEL, ,0,0, , ,0,0,ABOVE GROUND, ,"MICHAEL L. MYERS, DISTRIBUTION ENGINEER",5125423531,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,THE JULY 27 INCIDENT WAS THE RESULT OF A TRUCK RUNNING OVER OUR METER. THE METER SET ASSEMBLY WAS REPLACED THE SAME DAY OF THE INCIDENT.
6/30/22,YES,YES,19890214,,18536,SOUTHWEST GAS CORP,612 MINNESOTA,LAS VEGAS,CLARK,NV,89107,3,NO,409,7/23/89,0,2,75000,64637.83519,143623.2832,Null,1,53,            ,19890723,43,43,BY TEST,100,DAMAGE BY OUTSIDE FORCES,NATURAL FORCE DAMAGE,EARTH MOVEMENT,SERVICE LINE, ,BODY OF PIPE, ,OTHER,PVC,0.5,0.062,N/A,N/A,1960,1960,UNDER GROUND OR UNDER WATER, ,"JOHN P. HAZARD, MANAGER OF CONSTRUCTION",7023652175,,, ,, ,,Null,,EARTH MOVEMENT: OTHER,TREE ROOT,NO,,NO,0, ,NO,, ,"A 1/2"" PVC SERVICE WAS APPARENTLY SQUEEZED BY A LARGE TREE ROOT RESULTING INA LEAK, EXPLOSION, AND FIRE TO THE HOUSE."
6/30/22,NO,NO,19890215,,12350,MINNEGASCO INC,9051 FLYING CLOUD DRIVE,EDEN PRAIRIE, ,MN,     ,2,NO,1625,8/24/89,0,0,0,0,0,Null,1,0,            ,,55,60,BY TEST,60,CONSTRUCTION/OPERATING ERROR,INCORRECT OPERATION,INCORRECT OPERATION,MAIN, ,OTHER,HIT BY EXCAVATOR,STEEL, ,6,0.56,N/A,N/A,0,0,UNDER GROUND OR UNDER WATER, ,CHARLES W. DOANE,6123425147,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,OPERATING PROCEDURE INAPPROPRIATE, ,CONTRACTOR DIGGING WHILE WORKING ON STATE HWY PROJECT WAS UNCOVERING NATURALGAS TRANSMISSION LINE WHEN HE CAUGHT THE LINE ON ITS PARTS WITH HIS BUCKET CAUSING A HOLE OR BREAK.
6/30/22,YES,YES,19890216,,13710,NORTHERN ILLINOIS GAS CO,21694 W. ELM ST.,LAKE VILLA,LAKE,IL,     ,3,NO,858,8/20/89,0,1,30000,25855.13407,57449.31328,Null,1,55,            ,19890820,60,60,BY TEST,90,CORROSION,CORROSION,EXTERNAL,SERVICE LINE, ,BODY OF PIPE, ,OTHER,COPPER,0.625,0, , ,0,1974,WITHIN/UNDER BUILDING, ,"ARTHUR W. SWANSON, SUPERVISOR SYSTEM OPERATING",8154550271,EXTERNALLY,LOCALIZED PITTING, ,GALVANIC, ,BARE,YES,1974,NO DATA, ,Null,,Null,, ,Null,, ,CUSTOMER AT 21694 ELM ST. IN LAKE VILLA CONSTRUCTED A GARAGE OVER OUR GAS SERVICE. N.I. GAS WAS NOT CALLED TO RELOCATE SERVICE. CORROSION OCCURRED ON COPPER SERVICE UNDER CEMENT FLOOR OF GARAGE WHICH CAUSED FAILURE.  THE GARAGE WASBADLY DAMAGED WHEN IGNITION OCCURRED.  CAUSE OF IGNITION IS NOT KNOWN AT THIS TIME.
6/30/22,YES,YES,19890222,,603,ARKANSAS LOUISIANA GAS CO (ARKLA GAS CO),121 S. 4TH STREET,BENTON,SALINE,AR,72015,3,NO,433,9/2/89,3,1,150000,129275.6704,287246.5664,Null,0,45,            ,19890902,25,60,,0,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,SERVICE LINE, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,0.75,0,PE 3406,POLY ARK,1984,1984,UNDER GROUND OR UNDER WATER, ,"JIM BREWER, CODES & PROCEDURES COORDINATOR",5013774771,,, ,, ,,Null,,LIGHTNING OR FIRE, ,NO,,NO,0, ,NO,, ,"RESIDENTS REPORTED LIGHTENING STRIKE IN IMMEDIATE AREA.  IT APPEARS THAT CURRENT FROM ELECTRICAL STORM ENTERED THE LOCATOR WIRE.  THE CURRENT TRAVELED ALONG THE LOCATOR WIRE TO AN AREA WHERE THE INSULATION ON THE LOCATOR WIRE HAD AVOID.  AT THIS POINT, THE CURRENT LEFT THE LOCATOR WIRE CAUSING EXTREME HEATTO BE GENERATED.  THIS HEAT, CAUSED THE PLASTIC GAS LINE TO PARTIALLY MELT, RESULTING IN A RUPTURE IN THE PLASTIC LINE."
6/30/22,YES,YES,19890223,,12420,MICHIGAN GAS UTILITIES CO,8140 EAST M-60,UNION CITY,CALHOUN,MI,49094,2,NO,830,7/13/89,0,3,0,0,0,Null,0,36,            ,19890713,30,60,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,OTHER,UNKNOWN,STEEL, ,0.75,0, , ,0,1969,UNDER PAVEMENT, ,"CHARLES F. HAUSKA, MANAGER OF ENGINEERING",3132424400,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,YES,, ,"PRIOR TO 7:55 AM. ON THURSDAY, JULY 13, 1989, A CONTRACTOR USING A BACKHOE BEGAN EXCAVATION FOR SEWER LINES IN CLOSE PROXIMITY TO THE BACK OF THE TASTEE FREEZ BUILDING.  DURING EXCAVATION THE BACKHOE BUCKETT STRUCK AND PULLED A 3/4"" STEEL NATURAL GAS SERVICE PIPE.  THE ""PULLING"" OF THE GAS SERVICE RESULTEDIN A 9"" SEPARATION OF THE 3/4"" STEEL PIPE FROM A COMPRESSION COUPLING ADJACENT TO THE SIDE BUILDING WALL.  NATURAL GAS AT 30 PSIG ESCAPED FROM THE SERVICE LINE SEPARATION INTO THE LIGHT SAND/GRAVEL SOIL.  AT 7:55 AM. THE CONTRACTOR NOTIFIED MICHIGAN GAS UTILITIES, MONROE EMERGENCY CALL CENTER OF THE ""BADLYBENT SERVICE"".  HOWEVER, ""DID NOT SMELL NATURAL GAS"".  THE MONROE EMERGENCY CALL CENTER (CIC) NOTIFIED THE COLDWATER DISTRICT AT 8:01 AM. COLDWATER DISPATCHED A STREET CREW FROM ITS OPERATIONS DEPARTMENT TO INVESTIGATE THE DAMAGEDSERVICES.  AT APPROXIMATELY 8:30 AM. AN EXPLOSION AND FIRE ERUPTED IN THE TASTEE FREEZ BUILDING, INJURING THE OWNER AND TWO CONTRACTOR EMPLOYEES.  FIRE, POLICE,AND MEDICAL PERSONNEL WERE ON THE SCENE WHEN MGU PERSONNEL ARRIVED AT 8:42 AM.  THE THREE INJURED RECEIVED SERIOUS BURNS AND WERE AIR LIFTED FROM THE SCENE TO THE BRONSON METHODIST BURN CENTER IN KALAMAZOO.  THE BUILDING RECEIVED MODERATE DAMAGE FROM THE EXPLOSION AND MINOR DAMAGED FROM THE RESULTINGFIRE."
6/30/22,YES,YES,19890224,,1088,BALTIMORE GAS & ELECTRIC CO,"3031 ST. PAUL ST., 1ST FL. APT.",BALTIMORE, ,MD,21218,3,NO,2158,9/25/89,0,2,20000,17236.75605,38299.54218,Null,0,15,            ,19890926,0,0,,0,ACCIDENTALLY CAUSED BY OPERATOR,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,OTHER,GAS RANGE,OTHER,UNKNOWN,OTHER,GAS RANGE,0,0,N/A,N/A,0,0,WITHIN/UNDER BUILDING, ,"E.L. POFFENBERGER, GENERAL SUPERVISOR",3015612790,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"OVEN OF GAS RANGE WAS TURNED ON AND PASSING GAS FOR AN EXTENDED PERIOD OF TIME.  WHEN A NEIGBOR COMPLAINED ABOUT THE ODOR OF GAS, OCCUPANT TRIED TO LIGHTTHE OVEN.  AN EXPLOSION AND FIRE RESULTED."
6/30/22,YES,YES,19890227,,15359,PEOPLES NATURAL GAS,209 N. 3RD STREET,GRIMES,POLK,IA,50111,3,NO,730,9/7/89,0,1,0,0,0,Null,3,90,            ,19890907,6,6,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,JOINT,SCREWED,STEEL, ,1,0.133,N/A,N/A,0,0,UNDER GROUND OR UNDER WATER, ,"JAMES P. NOVACEK, DIRECTOR, OPERATIONS ENGINEERING",5152236010,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,YES,8/30/89,YES,3,PAINT,NO,, ,"ON AUGUST 30, 1989, PEOPLES NATURAL GAS LOCATED GAS TRANSMISSION LINES AT 209 N. 3RD STREET, GRIMES, IOWA, IN PREPARATION FOR THE CITY'S INSTALLATION OF SEWER LINES.  ON SEPTEMBER 7, 1989, AFTER INSTALLATION OF THE SEWER LINES, VANCE MARSH, AN EMPLOYEE OF NELSON DEVELOPMENT SERVICES, THE CITY'S CONTRACTOR,ENTERED A MANHOLE AND APPARENTLY STRUCK A MATCH OR LIT A CIGARETTE LIGHTER.THERE WAS A FLASH RESULTING IN INJURIES TO MR. MARSH."
6/30/22,YES,YES,19890228,,18440,SOUTH JERSEY GAS CO,KELLY & MEDITERRANEAN ROADS,"SWEDESBORO,",GLOUCESTER,NJ,08085,1,NO,1325,9/8/89,0,1,0,0,0,Null,0,10,            ,19890911,35,60,BY TEST,90,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,MAIN, ,OTHER,UNKNOWN,POLYETHYLENE PLASTIC, ,2,0.216,ASTM D2513,DUPONT,1989,1989,OTHER,UNKNOWN,EDWARD J. TONIELLI - V.P. DEVISION OPERATIONS,6095619000,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"WHILE PURGING AIR FROM THE END OF A NEW 2"" PLASTIC MAIN, THE GAS-AIR MIXTUREIGNITED, BURNING THE ARM, BACK AND FACE OF AN EMPLOYEE WORKING IN THE HOLE ATTHE TIME."
6/30/22,NO,NO,19890229,,12408,MICHIGAN CONSOLIDATED GAS CO (MICHCON),8292 MARION,DETROIT,WAYNE,MI,48213,3,NO,1857,8/28/89,0,0,0,0,0,YES,0,57,            ,19890829,0.25,0,,0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,METER SET ASSEMBLY, ,REGULATOR/METER, ,OTHER,TIN,0,0,10 LT.,SUPERIOR,0,1969,WITHIN/UNDER BUILDING, ,"BRUCE J. NIEMAN, MANAGER, CODES & STANDARDS",3132566615,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,NO,, ,"A BULLET FIRED BY AN UNKNOWN PERSON PIERCED THE INSIDE METER.  LEAKING GAS, IGNITED BY AN UNKNOWN SOURCE, CAUSED AN EXPLOSION.  THE DWELLING AND CONTENTSWERE DAMAGED."
6/30/22,YES,YES,19890231,,11800,LOUISIANA GAS SERVICE CO,3230 BOYOU RD,TOCA,ST BERNARD,LA,70085,3,NO,1000,9/22/89,0,1,0,0,0,Null,0,29,            ,19890922,70,100,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,0.75,0.095,ASTM D2513,PLEXCO,1986,1986,OTHER,IN OPEN DITCH,"D.L. MERIWETHER, PIPELINE SAFETY ENGINEER",5043677000,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,YES,, ,"SOUTH CENTRAL BELL EMPLOYEE WAS REPAIRING TELEPHONE CABLE IN A BELL HOLE AT 3230 BAYOU ROAD, TOCA, LOUISIANA.  SOUTH CENTRAL BELL EMPLOYEE LIT PROPANE TORCH TO REMOVE THERMO PLASTIC SHEATHING FROM THE TELEPHONE CABLE.  WHILE USINGTHE TORCH, EMPLOYEE BURNED THROUGH NEARBY 3/4"" PLASTIC NATURAL GAS SERVICE LINE WHICH WAS EXPOSED AND CLEARLY IN SIGHT.  SOUTH CENTRAL BELL EMPLOYEE SUFFERED FIRST AND SECOND DEGREE BURNS AS A RESULT OF THE FIRE.  LOUISIANA GAS SERVICE COMPANY WAS NOT NOTIFIED TO LOCATE ANY GAS LINES IN THE VICINITY PRIORTO THE ACCIDENT."
6/30/22,NO,NO,19890232,,49,"ADAMSVILLE GAS DEPT, TOWN OF",HWY.22N,ADAMSVILLE,MCNAIRY,TN,38310,1,NO,930,9/30/89,0,0,5000,4309.189012,9574.885546,Null,0,45,            ,,200,225,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,MAIN, ,JOINT,WELD,STEEL, ,3,0.216,ASTH API-5L,REPUBLIC STEEL,1977,1978,UNDER GROUND OR UNDER WATER, ,"E. GEORGE LECKNER, JR. , GAS SYSTEM ANALYST",9016324214,,, ,, ,,Null,,EARTH MOVEMENT: LANDSLIDE/WASHOUT, ,NO,,NO,0, ,NO,, ,THE BANK TO SHIFT ADD EXERT PRESSURE AGAINST LINE.
6/30/22,NO,NO,19890233,,49,"ADAMSVILLE GAS DEPT, TOWN OF",HWY. 22N,ADAMSVILLE,MCNAIRY,TN,38310,1,NO,1100,10/1/89,0,0,2000,1723.675605,3829.954218,Null,0,45,            ,,200,225,BY CFR 192.619(A)(3),0,DAMAGE BY OUTSIDE FORCES,NATURAL FORCE DAMAGE,UNSPECIFIED NATURAL FORCE DAMAGE,MAIN, ,JOINT,WELD,STEEL, ,3,0.216,ASTM API-5L,REPUBLIC STEEL,1977,1978,UNDER GROUND OR UNDER WATER, ,"E. GEORGE LECKNER, JR. , GAS SYSTEM ANALYST",9016324214,,, ,, ,,Null,,EARTH MOVEMENT: LANDSLIDE/WASHOUT, ,NO,,NO,0, ,NO,, ,"DUE TO HEAVY RAINFALL, THE SLOPE OF FILL DIRT WAS UNDERMINED BY WATER CAUSING THE BANK TO SHIFT AND EXERT PRESSURE AGAINST LINE."
6/30/22,YES,NO,19890237,,10037,KANSAS POWER & LIGHT CO,4104 WARWICK,KANSAS CITY,JACKSON,MO,     ,3,NO,203,9/11/89,0,0,125000,107729.7253,239372.1387,Null,0,45,            ,19890911,0.25,2,,0,DAMAGE BY OUTSIDE FORCES,OTHER OUTSIDE FORCE DAMAGE,UNSPECIFIED OUTSIDE FORCE DAMAGE,METER SET ASSEMBLY, ,OTHER,TIN METER,OTHER,UNKNOWN,0,0,N/A,N/A,0,0,WITHIN/UNDER BUILDING, ,"JAMES W. INGRAM, VICE PRESIDENT GAS OPERATIONS",9132961959,,, ,, ,,Null,,LIGHTNING OR FIRE, ,NO,,NO,0, ,NO,, ,"FIRE OF UNKNOWN ORIGIN IN BASEMENT, MELTED SOLDER ON METER, AND IGNITION OCCURRED."
6/30/22,YES,YES,19890238,,13420,NEW YORK STATE ELECTRIC & GAS CORP,ROUTE 5 & 20,CANANDAIGUA,ONTARIO,NY,14424,3,NO,840,10/2/89,0,1,0,0,0,Null,1,10,            ,19891002,0.25,0,,0,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,OTHER,CUSTOMER PIPING,OTHER,NO FAILURE,OTHER,UNKNOWN,0,0,N/A,N/A,0,0,WITHIN/UNDER BUILDING, ,"WALTER C. JAUTZ, SUPER-CORP. GAS OPERATOR",6077292551,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"THIS INCIDENT OCCURRED ON CUSTOMER-OWNED FACILITIES.  THE INJURED PARTY TURNED ON AN ELECTRICAL SWITCH WHICH WAS FOLLOWED BY AN EXPLOSION AND FIRE.  SUBSEQUENT INVESTIGATION DETERMINED THAT A GAS LINE INSIDE THE CUSTOMER'S BUILDING HAD BEEN DISCONNECTED FROM THE APPLIANCE IT SUPPLIED AND THE PIPE LEFT OPEN.  IN ADDITION, AN ACETYLENE GAS TANK WAS FOUND OPEN AND PIPING ORIGINATING FROM AN AUTOMOTIVE TRANSMISSION FLUID STORAGE TANK WAS FOUND TO BE CUT.  THE INCIDENT APPEARS TO BE NON-ACCIDENTAL IN ORIGIN AND IS STILL UNDER INVESTIGATION BY LOCAL AUTHORITIES."
6/30/22,YES,YES,19890239,,18484,SOUTHERN CALIFORNIA GAS CO,VIA LIDO & RANCHO NIGUEL ROAD,LAGUNA NIGUEL,ORANGE,CA,92677,3,NO,1105,9/14/89,0,1,0,0,0,Null,1,8,            ,19890914,43,60,BY TEST,100,DAMAGE BY OUTSIDE FORCES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,SERVICE LINE, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,0.5,0.09,ASTM D2513,PHILLIPS DRISCO,0,1988,UNDER GROUND OR UNDER WATER, ,RICHARD M. MOROW-MGR. OF DISTRIBUTION,2136894930,,, ,, ,,Null,,OUTSIDE/THIRD PARTY, ,NO,,NO,0, ,YES,, ,"KENNEDY PIPELINE CO. EMPLOYEE, USING PROPANE TORCH TO MAKE WELDED REPAIR TO 2 INCH COPPER WATER LINE, MELTED 1/2 INCH PLASTIC GAS SERVICE.  GAS LINE WAS EXPOSED IN THE EXCAVATION AT THE TIME OF THE INCIDENT."
6/30/22,NO,NO,19890240,,22189,WASHINGTON NATURAL GAS CO,1003 SW 317 COURT,FEDERAL WAY,KING,WA,98023,3,NO,300,10/9/89,0,0,50000,43091.89012,95748.85546,Null,0,45,            ,19891009,45,60,BY TEST,100,OTHER,ALL OTHER CAUSES,MISCELLANEOUS,SERVICE LINE, ,BODY OF PIPE, ,POLYETHYLENE PLASTIC, ,0.625,0.09,PE 3406,UNKNOWN,0,1981,UNDER GROUND OR UNDER WATER, ,"DOUGLAS DAMM, SAFETY MANAGER",2066226767,,, ,, ,,Null,,NO DATA, ,Null,,Null,, ,Null,, ,"NATURAL GAS ESCAPED THROUGH A PINHOLE LEAK IN A 5/8"" PLASTIC GAS SERVICE LYING ADJACENT TO THE HOUSE.  GAS MIGRATED INTO THE GARAGE WHERE IT WAS IGNITED.THE RESULTING EXPLOSION AND FIRE RESULTED IN DAMAGED ESTIMATED TO EXCEED $50,000.  THE CAUSE OF THE LEAK AND THE SOURCE OF IGNITION ARE UNKNOWN AT THIS TIM"
