DATAFILE_AS_OF,SIGNIFICANT,SERIOUS,RPTID,DOR,OPID,NAME,INTER,IDATE,DTHH,ACSTATE,ACCOUNTY,ACCITY,OFFSHORE,COOR,IFED,SPLOC,TELRN,CSYS,ORGLK,ORGLO,ITMYR,CAUSE,CAUSO,MAP_CAUSE,MAP_SUBCAUSE,TFAT,EFAT,NFAT,TINJ,EINJ,NINJ,TOTAL_COST,TOTAL_COST_IN84,TOTAL_COST_CURRENT,COMM,CLASS,LOSS,RECOV,FIRE,EXP,NMDIA,THK,SMYS,JNT,GRND,DSPRS,ACPRS,PRTST,DUR,MXPRS,TSTMM,TSTYY,CORLC,FACTD,FACAT,CORR,CORRO,CAULK,CAULO,PREVT,ONECL,ONEOT,EXCAL,TMPMK,PNAME,PHONE,NARRATIVE
6/30/22,NO,NO,19910068,4/10/91,12127,MARATHON PIPE LINE CO,YES,3/8/91,845,IN,LAKE,GRIFFITH,NO, ,NO,"1200 READER ROAD - SEC. 1, T35N, R9W.", ,PUMPING STATION,OTHER,PIPE NIPPLE,0,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,0,0,0,0,30000,24083.15565,53512.03168,FUEL OIL,1,30,30,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OPERATOR OR ITS CONTRACTOR, ,Null,NO DATA, ,Null,Null,"C.A. RYSENGA, PRESIDENT",4194214000,"WHILE EXCAVATING AROUND A SCRAPER TRAP AT LOTTAVILLE STATION IN FROZEN EARTH, A 3/8 INCH TUBING LINE WAS CAUGHT BY A BACKHOE BUCKET.  THE TUBING LINE WASPULLED CAUSING A 1/2 INCH NIPPLE CONNECTED TO A 10"" PIPELINE TO MUSKEGON, MI, TO TEAR IN THE THREADS ALLOWING APPROXIMATELY 30 BBLS. OF #2 FUEL OIL OT ESCAPE FROM THE LINE.  A CONTAINMENT HOLE WAS DUG TO COLLECT THE LEAKING PRODUCT UNTIL A VACUUM TRUCK COULD BE PROCURRED TO RECOVER THE 30 BBLS. OF PRODUCT CONTAMINATED AND ALL OTHER AFFECTED SOIL WAS REMOVED FROM THE CONTAINMENT HOLE.  ALL CONTAMINATED SOIL WILL BE REMOVED AND DISPOSED OF ACCORDING TO STATE ENVIRONMENTAL REGULATIONS."
6/30/22,NO,NO,19910069,4/10/91,809,ARCO PIPE LINE CO,YES,3/19/91,2200,MO,AUDRAIN,UNKNOWN,NO, ,NO,"AT DAVIS CREEK, NORTHWEST OF MEXICO, MO. SEC. 23, T51N, R9W, AUDRAIN COUNTY.", ,LINE PIPE,PIPE, ,1930,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,0,0,0,DIESEL FUEL,2,2,0,NO,NO,8.63,0.32,35000,WELDED,,630,171,YES,24,885,8,70,EXTERNAL,Null,YES,OTHER,ATMOSPHERIC,NO DATA, ,Null,NO DATA, ,Null,Null,"F.L. NEELEY, MANAGER PRODUCT BUSINESSES",3163311300,LEAK WAS CUSED BY EXTERNAL CORROSION ON A SPAN CROSSING OF DAVIS CREEK
6/30/22,YES,NO,19910070,4/10/91,18273,SHELL PIPELINE CORP,YES,4/7/91,810,WY,NIOBRARA,LUSK,NO, ,NO,"SW 1/4, SE 1/4 SECTION 22, T-18-N, R-62-W, 35 MILES NORTH OF LUSK, BUTTE 16-INCH PIPELINE.", ,LINE PIPE,PIPE, ,1955,FAILED PIPE, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,0,0,0,0,0,0,325000,260900.8529,579713.6765,CRUDE OIL,1,8150,1400,NO,NO,16,0.25,52000,WELDED,,1170,1160,YES,12,1308,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"M.D. HAYS, MANAGER HEALTH, SAFETY & ENVIRONMENT",7132416262,CAUSE OF PIPE FAILURE IS UNDER INVESTIGATION.  A SUPPLEMENTAL REPORT WILL BE FILED AT A LATER DATE TO SHOW TOTAL PROPERTY DAMAGE COST AND CAUSE OF PIPE FAIRLURE.
6/30/22,YES,NO,19910071,4/12/91,12452,MID - AMERICA PIPELINE CO (MAPCO),YES,4/8/91,1300,WY,UINTA, ,NO, ,NO,"TOWNSHIP 12 NORTH, RANGE 121 WEST, SECTION 12.", ,LINE PIPE,PIPE, ,1980,OUTSIDE FORCE DAMAGE,DAMAGE BY OPERATOR OR ITS CONTRACTOR,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,0,0,0,0,8818,7078.842217,15728.96984,NATURAL GAS LIQUID,2,700,0,NO,NO,6.63,0.13,2009,WELDED,,1447,1118,YES,24,1871,10,80,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OPERATOR OR ITS CONTRACTOR, ,Null,OTHER,PIPELINE WARNING SIGNS,NO,YES,"S.F. ISAACS, PRESIDENT",9185811800,LINE WAS DAMAGED BY CONTRACTOR WHILE EXCAVATING FOR NEW PIPELINE.
6/30/22,YES,NO,19910072,4/12/91,13131,CONOCO INC,NO,3/23/91,1630,LA,CALCASIEU,UNKNOWN,NO, ,NO, , ,TANK FARM,VALVE, ,1944,MALFUNCTION OF CONTROL OR RELIEF EQUIPMENT,VALVE BODY CRACKED,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,0,0,0,0,6500,5218.017058,11594.27353,CRUDE OIL,1,3082,3082,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"JOHN W. WRIGHT, DISTRICT MANAGER",3184754050,THE 8-INCH VALVE AT TANK 80013 CRACKED.  CRUDE OIL WAS CONTAINED WITHIN DIKED AREA.  DURATION OF THE LEAK WAS APPROXIMATELY 10 1/2 HOURS DURING WHICH TIME THE CRUDE OIL STORED IN TANK 80013 WAS TRANSFERRED TO OTHER STORAGE TANKS.NOTIFICATIONS INCLUDED THE LOUISIANA DEPARTMENT OF ENVIRONMENTAL QUALITY.  CAUSE OF LEAK HAS BEEN THOROUGHLY INVESTIGATED AND CORRECTIVE ACTIONS TO PREVENT SIMILIAR RELEASES HAVE BEEN TAKEN.
6/30/22,YES,NO,19910073,4/22/91,12628,MOBIL PIPELINE CO,YES,3/21/91,1717,TX,MITCHELL,WESTBROOK,NO, ,NO,"5 MILES OSUTH WEST OF CITY OF WESTBROOK, SOUTH OF INTERSTATE 20, AND WEST OF FM 670, MOBIL PIPELINE OMPANY MILEPOST 61.5.", ,LINE PIPE,OTHER,UNKNOWN,1943,FAILED PIPE, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,0,0,0,0,0,0,60000,48166.3113,107024.0634,CRUDE OIL,1,5359,3784,NO,NO,12,0.25,35000,WELDED,,665,607,YES,8,917,5,90,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"D.L. DENNARD - VICE PRESIDENT, OPERATIONS",2146582226,"THE DALLAS OPERATIONS CONTROL CENTER NOTED A PRESSURE DROP AT IATAN STATION ON THE 12""/8"" MIDLAND TO CORSICANA PIPELINE SYSTEM AT 1717 HOURS ON MARCH 21,1991. THE LINE WAS IMMEDIATELY SHUT DOWN AND MAINTENANCE CREWS WERE DISPATCHED TO ISOLATE THE SECTION OF LINE AND INVESTIGATE.  A SPLIT SEAM IN THE PIPELINE WAS DISCOVERED AT 2230 HOURS AT MILEPOST 61.5.  RECOVERY AND CLEAN-UP PROCEDURES WERE INITIATED IMMEDIATLEY.  PERMANENT REPAIRS WERE MADE BY REPLACINGTHE COMPLETE JOINT OF PIPE WITH 45 FT.  OF NEW TESTED LINE PIPE.  THE FAILEDSECTION OF THE PIPELINE IS PRESENTLY AT A METALLURGICAL LABORATORY FOR ANALYSIS.  A COPY OF THE REPORT WILL BE FURNISHED TO THE OFFICE OF PIPELINE SAFETY, SOUTHWEST REGION OFFICE IN HOUSTON, WHEN COMPLETED."
6/30/22,YES,YES,19910074,4/22/91,22610,WILLIAMS PIPELINE CO,YES,3/20/91,1600,IA,JASPER, ,NO, ,NO,"NEWTON STATION #D591, SE 1/2, S21, T79N, R19W.", ,LINE PIPE,OTHER,LINE PACKER,0,OTHER,PRESSURE SENSING LINE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,1,1,0,200,160.554371,356.7468779,L. P. G.,2,1,0,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,H.E. JANZEN - VICE PRESIDENT - OPERATIONS,9185882204,"WHILE WORKING ON SOME MANIFOLD PIPING IN THE NEWTON PUMP STATION, A MAINTENANCE EMPLOYEE RECEIVED MILD FREEZE BURNS ON THE BACK OF HIS LEG.  THE MAINTENANCE CREW HAD INSTALLED AN 8"" LINE PACKER AS A VAPOR BARRIER TO ACCOMMODATE BEVEL PREPARATIONS FOR A WELD TIE-IN.  THE PACKER IS EQUIPPED WITH A VENT HOSE (END OF HOSE IS OUTSIDE THE DITCH) AND A PRESSURE GAUGE TO RELIEVE AND MONITOR PRESSURE CONDITIONS UPSTREAM OF THE PACKER ASSEMBLY.  A SMALL AMOUNT OF VAPOR WAS SLOWLY VENTING THROUGH THE HOSE DURING THE PIPE BEVELING PROCESS.  WHILE LOOSENING THE PACKER TO ALLOW FOR THE PIPING TO BE MOVED IN AND FIT UP, THE PACKER STARTED TO PUSH OUT.  PERSONNEL IMMEDIATELY BEGAN TO EVACUATE THE AREA, HOWEVER, ONE OF THE CREW MEMBERS CLOSEST TO THE PIPE OPENING RECEIVED MILD FREEZE BURNS FROM THE RELEASED PROPANE AS THE PACKER PUSHED OUT OF THE PIPE.  THE AFFECTED EMPLOYEE WAS TREATED AT SKIFF MEDICAL CENTER AND RELEASED.  FURTHER INVESTIGATION REVEALED THAT THE PACKER VENT TUBE HAD BECOME PARTIALLY OBSTRUCTED WITH ROUGE, ACCOUNTING FOR THE SMALL AMOUNT OF VAPOR FLOW THROUGH THE VENT AND THE ABSENCE OF A RECORDABLE PRESSURE READING."
6/30/22,YES,NO,19910075,4/18/91,18718,SUN PIPELINE CO,YES,2/15/91,1430,PA,BERKS,UNKNOWN,NO, ,NO,"APPROXIMATELY 400 FEET SOUTH OF MOUNTAIN ROAD AT ITS INTERSECTION WITH MOUNTAIN VIEW ROAD IN BERKS COUNTY, PENNSYLVANIA.", ,LINE PIPE,PIPE, ,1931,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,100000,80277.1855,178373.4389,GASOLINE,1,25,0,NO,NO,6.63,0.26,35000,WELDED,,1970,700,NO,0,0,,,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,"CHARLES W. DURRETT - MANAGER, RISK MANAGEMENT",9185866231,"AT APPROXIMATELY 1430 HOURS ON FRIDAY, FEBRUARY 15, 1991, THE PENNSYLVANIA DEPARTMENT OF ENVIRONMENTAL RESOURCES CONTACTED SUN PIPE LINE ABOUT A POSSIBLELEAK NEAR MOUNTAIN ROAD IN NORTH BERKS COUNTY.  UPON INVESTIGATION AT 1500, WE FOUND AN AREA OF SOIL ABOUT 140' X 60' SATURATED WITH GASOLINE ON OUR R.O.W.  HASSLER RUN CREEK ALSO HAD A SHEEN OF PRODUCT ON IT.  THE LINE WAS ALREADY SHUT DOWN; THE AREA WAS THEN EXCAVATED AND A PINHOLE LEAK WAS FOUND AT APPROXIMATELY 4 O'CLOCK ON THE BOTTOM OF THE PIPE.  A TEMPORARY LEAK CLAMP WAS INSTALLED, CONTAMINATED SOILS REMOVED, BOOMS AND PADS USED TO REMOVE CONTAMINANTS FROM THE WATER.  PERMANENT REPAIRS ARE SCHEDULED TO OCCUR ON 3/20/91."
6/30/22,YES,NO,19910076,4/3/91,1845,BUCKEYE PIPELINE CO LP,YES,3/5/91,2100,PA,LEHIGH,UNKNOWN,NO, ,NO, , ,TANK FARM,OTHER,UNKNOWN,1953,OTHER,"CORROSION, EXTERNAL",ALL OTHER CAUSES,MISCELLANEOUS,0,0,0,0,0,0,1000,802.771855,1783.734389,FUEL OIL,3,157,62,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,EXTERNAL,Null,NO,OTHER,CRACK IN TANK FLOOR PLATE,NO DATA, ,Null,NO DATA, ,Null,Null,"DEAN R. MOYER, REGULATORY COMPLIANCE COORDINATOR",2158208300,"ABOUT 2100 HOURS (EST) ON MARCH 5, 1991, NUMBER 2 FUEL OIL WAS OBSERVED IN DRAINAGE DITCH AND SPILL DIKE AT TANK 207.  UPON DETERMINATION OF LEAKAGE, THECONTENTS OF TANK 207 WAS PUMPED TO THE PIPELINE AND TANK 207 WAS EMPTY AT 0239, STOPPING FURTHER RELEASE OF NUMBER 2 FUEL OIL."
6/30/22,NO,NO,19910077,4/8/91,4906,EXXON PIPELINE CO,YES,3/4/91,1214,LA,JEFFERSON,UNKNOWN,NO, ,NO,"THIS SPILL ORIGINATED FROM OUR GRAND ISLE-LITTLE LAKE 12-INCH PIPELINE AT STATION NO. 1339+82 (LONGITUDE - 90 DEGREE 09.4'W, LATITUDE - 29 DEGREE 32.7'N).", ,LINE PIPE,PIPE, ,1954,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,60000,48166.3113,107024.0634,CRUDE OIL,1,1,1,NO,NO,12,0.25,42000,WELDED,,1091,40,YES,8,1200,,54,EXTERNAL,Null,YES,OTHER,ATMOSPHERIC TIDE ZONE EFF,NO DATA, ,Null,NO DATA, ,Null,Null,"J.B. HOLT, MANAGER - ENVIRONMENTAL & REGULATORY COMPLIANCE",7136565521,AT 1414 HOURS ON 3/4/91 AN OIL SHEEN WAS REPORTED IN THE VICINITY OF OUR PIPELINE AT LITTLE LAKE JUNCTION.  OUR GRAND ISLE TO LITTLE LAKE PIPELINE WAS SHUTDOWN AND SUBJECTED TO OUR AERIAL INSPECTION.  THE SOURCE OF THE LEAK WAS DETERMINED TO BE OUR PIPELINE.  THE LEAK OCCURRED IN A MARSHY AREA AND WAS DUE TOATMOSPHERIC CORROSION WHERE THE PIPELINE RISER EXITED THE GROUND.  TEMPORARYREPAIRS WERE MADE BY 1700 HOURS.  CLEANUP WAS INITIATED IMMEDIATELY. PERMANENT REPAIRS WERE MADE 3/10/91 BY REPLACING 30 FEET OF 12-INCH PIPE.
6/30/22,YES,NO,19910078,5/9/91,22907,WYCO PIPE LINE CO,YES,4/12/91,2300,CO,DUPONT, ,NO, ,NO, , ,TANK FARM,OTHER,UNKNOWN,1947,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,0,40000,32110.8742,71349.37557,KEROSENE,3,1700,1010,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,DWAINE A. SHOYN - AREA MANAGER,3032866400,MANUAL TRANSFER BETWEEN TANKS INADVERTANTLY LEAD TO THE OVERFLOW OF THE RECEIVING TANK.
6/30/22,YES,NO,19910079,5/9/91,22610,WILLIAMS PIPELINE CO,YES,4/8/91,1700,SD,UNION, ,NO, ,NO,"LS # E120, MP 389+2950, SEC. 10, T95N, R482.", ,LINE PIPE,PIPE, ,1941,OUTSIDE FORCE DAMAGE,DAMAGE BY OTHERS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,0,0,0,0,125000,100346.4819,222966.7987,L. P. G.,2,2881,0,NO,NO,6,0.22,35000,WELDED,,1450,300,YES,8,1912,,84,NO DATA,Null,Null,NO DATA, ,DAMAGE BY OTHERS, ,Null,ONE CALL,LINE MARKERS,NO,NO,H.E. JANZEN - VICE PRESIDENT-OPERATIONS,9185883850,"ON APRIL 8, 1991 A SCRAPER TRACTOR OPERATOR STRUCK AND SEVERED OUR #2-6"" PIPELINE BETWEEN MP 289 AND 290, APPROXIMATELY ONE HALF MILE NORTH OF THE BIG SIOUX RIVER.  ADJACENT VALVES WERE CLOSED ISOLATING A 13 MILE SECTION OF LINE.  STOPPLE EQUIPMENT WAS BROUGHT ON SITE, HOWEVER, BY THE TIME PREPARATIONS COULD BE MADE, THE LINE FILL WAS VIRTUALLY GONE SO THE REMAINDER WAS ALLOWED TO BLOW DOWN.  A NEARBY RAILROAD AND HIGHWAY WERE SHUTDOWN TEMPORARILY UNTIL THE VAPOR CLOUD TOTALLY DISPERED.  THE LINE WAS REPAIRED BY INSTALLING A NEW JOINT OF PIPE.  THE CONTRACTOR, VAN BUSKIRK CONSTRUCTION, WAS WORKING UNDER A JOINTCONTRACT WITH THE SOUTH DAKOTA AND IOWA DEPARTMENTS OF TRANSPORTATION TO BUILD DIRT BERMS FOR THE CONSTRUCTION OF A NEW INTERSTATE BRIDGE ACROSS THE BIG SIOUX RIVER.  THE CONTRACTOR CALLED THE IOWA ONE-CALL (COPY OF THE NOTICE ATTACHED), HOWEVER, THE REPORTED ""EXTENT OF WORK"" IN THE NOTICE WAS LIMITED TO EITHER SIDE OF THE BRIDGE.  THE NOTICE ALSO GAVE SPECIFIC WORK LOCATION REFERENCE TO SECTION 15 IN SIOUX COUNTY, IOWA, HOWEVER, THE PIPELINE WAS STRUCK IN SECTION 10 IN UNION COUNTY, SOUTH DAKOTA.  WHEN WE RECEIVED THE ONE-CALL NOTICE WE CALLED THE COTNRACTOR TO VERIFY THE EXTENT TO THE WORK ACTIVITY.  THE CONTRACTOR MADE MENTION ONLY OF THE WORK AT THE BRIDGE SITE, AND SINCE OUR LINE WAS APPROXIMATELY 1000 FEET TO THE WEST OF THE CONSTRUCTION (SEE ATTACHED MAPS), THE NOTICE WAS CLEARED.  HOWEVER, THE CONTRACTOR FAILED TO INFORM US THAT HE WAS TAKING DIRT FROM A BORROW PIT APPROXIMATELY 1/2 MILE NORTH WHICH WAS LOCATED ON TOP OF OUR PIPELINE.  THE ENGINEERING PLANS FOR THE BORROW PIT EXCAVATION SPECIFICALLY INSTRUCTED THE CONTRACTOR TO CALL THE PIPELINE COMPANIES IN THE AREA BEFORE BEGINNING ANY EXCAVATION ACTIVITY.  WE WERE NOT GIVEN ACOPY OF THESE PLANS NOR WERE WE INFORMED OF THE PRE-CONSTRUCTION MEETING WERETHEY WERE DISCUSSED.  THE NEAREST PIPELINE MARKER WAS APPROXIMATELY 100 FEET AWAY FROM THE LEAK SITE, AND CLEARLY VISIBLE.  BOTH THE CONTRACTOR AND THE LANDOWNER ACKNOWLEDGED THAT THEY KNEW OF THE PIPELINES PRESENCE AND HAD SEEN THE PIPELINE MARKERS.  THE LANDOWNER HAD ALSO BEEN SENT A COPY OF OUR PUBLIC EDUCATION BROCHURE IN 1989."
6/30/22,NO,NO,19910080,5/9/91,22610,WILLIAMS PIPELINE CO,YES,4/2/91,1235,MN,UNKNOWN,MINNEAPOLIS,NO, ,NO,"LS #FO43 - MP 260+3000 NE 1/4, SEC. 8, T29N, R23W.", ,LINE PIPE,PIPE, ,1979,FAILED PIPE, ,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED PIPE BODY OR SEAM,0,0,0,0,0,0,20000,16055.4371,35674.68779,FUEL OIL,3,2,0,NO,NO,12,0.28,42000,WELDED,,950,900,YES,8,1200,,83,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,H.E. JANZEN - VICE PRESIDENT - OPERATIONS,9185883850,"ON APRIL 2, 1991, A LEAK WAS DISCOVERED BY LOCATION PERSONNEL ON THE #4-12"" PIPELINE NEAR OUR MINNEAPOLIS TERMINAL.  WHEN THE LINE WAS UNCOVERED, THE LEAK WAS FOUND TO BE ORIGINATING FROM  A SMALL CRACK ON THE OUTSIDE RADIUS OF A 45 DEGREE PIPE BEND.  METALLURGICAL ANALYSIS IDENTIFIED THE FAILURE AS AN EXTERNAL QUENCH CRACK WHICH HAD APPARENTLY ORIGINATED AT THE FACTORY AND WAS THERESULT OF IMPROPER TEMPERING DURING THE ""HOT"" BENDING PROCESS.  HIGH HARDNESS VALUES FURTHER SUPPORTED THIS CONCLUSION.  THERE WAS NO EVIDENCE OF ANY CORROSION OR FATUGUE.  THE BEND HAD BEEN SUCCESSFULLY TESTED TO 1500 PSI PRIOR TO INSTALLATION IN 1979.  A NEW ""COLD"" BEND REPLACEMENT WAS INSTALLED.  ENVIRONMENTAL INVESTIGATION AND REMEDIATION ACTIVITIES CONTINUE IN COOPERATION WITHSTATE AGENCIES."
6/30/22,NO,NO,19910081,5/7/91,18273,SHELL PIPELINE CORP,YES,3/26/91,1030,IL,GROVE BOND,MULBUERY,NO, ,NO,"SECTION 2, T-6-N, 5 MILES NORTH OF MULBERY EAST LINE 8-INCH.", ,LINE PIPE,PIPE, ,1937,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,9350,7505.916844,16677.91654,JET FUEL,3,2,0,NO,NO,8,0.32,36000,WELDED,,1350,837,YES,0,0,,37,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,"M.D. HAYS, MANAGER HEALTH, SAFETY & ENVIRONMENT",7132416262,"THE PIPE WAS DEACTIVATED ON JANUARY 28, 1991.  THE PIPELINE HAD BEEN SHUT DOWN WITH VALVES CLOSED IN PREPARATION FOR DISPLACEMENT OF THE PRODUCT AND DEACTIVATION.  GROUND TEMPERATURE INCREASES CAUSED THE PRESSURE IN THE SECTION OFTHE PIPELINE TO INCREASE TO 837 PSI CAUSING A PIN HOLE LEAK IN A CORROSION PIT."
6/30/22,YES,NO,19910082,5/7/91,809,ARCO PIPE LINE CO,YES,4/20/91,200,TX,MIDLAND,MIDLAND,NO, ,NO,2 1/2 MILES EAST OF MIDLAND ON HGIHWAY 80., ,TANK FARM,OTHER,UNKNOWN,0,INCORRECT OPERATION BY OPERATOR PERSONNEL, ,INCORRECT OPERATION,INCORRECT OPERATION,0,0,0,0,0,0,15000,12041.57783,26756.01584,CRUDE OIL,1,339,110,NO,NO,0,0,0,NO DATA,,0,0,Null,0,0,,,NO DATA,Null,Null,NO DATA, ,NO DATA, ,Null,NO DATA, ,Null,Null,"O.L. THOMAS, INTERIM CRUDE BUSINESS MANAGER",3163311300,"STATION OPERATOR REMOVED SCRAPER FROM LINE AND FAILED TO CLOSE DRAIN VALVE PRIOR TO START UP, CAUSING SUMP TO OVERFLOW."
6/30/22,YES,NO,19910083,5/6/91,2731,CHEVRON PIPELINE CO,YES,4/19/91,230,UT,DAVIS,UNKNOWN,NO, ,NO,STATE ROAD SR-68 AT ABOUT 1500 WEST.  CHEVRON PIPE LINE LOCATION NEAR MP-4., ,LINE PIPE,PIPE, ,1948,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,375000,301039.4456,668900.396,DIESEL FUEL,3,200,180,NO,NO,8.63,0.25,45000,WELDED,,1870,1760,NO,0,0,,,EXTERNAL,Null,YES,GALVANIC, ,NO DATA, ,Null,NO DATA, ,Null,Null,JOHN R. MOON - AREA SUPERVISOR,8015397293,"THE SPILL WAS DUE TO EXTERNAL CORROSION IN A BEND, UNDER A STATE HI-WAY SHOULDER.  THE PRODUCT LEAKING FROM THE PIPE CONTAMINATED A OPEN FLOOD DRAIN CANAL.  IT WAS TURNED INTO DAVIS COUNTY ENVIRONMENTAL AGENCY BY A NEARBY PROPERTYOWNER THAT SMELLED THE PRODUCT."
6/30/22,NO,NO,19910084,5/6/91,15490,PHILLIPS PIPE LINE CO,YES,4/7/91,1340,NM,LEA,UNKNOWN,NO, ,NO,"LINE 80-1-5-1-1 - JAL 4 TO TEXACO EUNICE - STA. 00+80. SEC. 5, R37E. T24S. NORTH OF JAL, NM, ON HWY. 18 APPROXIMATELY 9 TO 10 MILES, THEN WEST APPROX. 1/2 MILE.", ,LINE PIPE,PIPE, ,1969,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,7500,6020.788913,13378.00792,NATURAL GAS LIQUID,2,4,0,NO,NO,4.5,0.16,42000,WELDED,,1440,840,YES,24,1900,8,69,EXTERNAL,Null,YES,OTHER,COATING WAS LOOSE.,NO DATA, ,Null,NO DATA, ,Null,Null,"LINUS J. SCHMITZ, TECHNICAL SERVICES COORDINATOR",9186614814,"AN EMPLOYEE WITH SID RICHARDSON DISCOVERED THE LEAK ON HIS DAILY ROUNDS.  THE LEAK WAS REPORTED TO THE CONTROL CENTER.  THE LINE WAS SHUT DOWN, BLOCKED IN, AND THE SECTION OF PIPE REPLACED."
6/30/22,NO,NO,19910085,5/6/91,15490,PHILLIPS PIPE LINE CO,YES,4/9/91,1635,TX,MIDLAND,MIDLAND,NO, ,NO,"LINE 80-1-6 - GOLDSMITH TO BENEDUM - MP62-16+63. SEC 40,BLOCK 37, T4S, T&P SURVEY.  APPROX. 5 MILES NORTH OF MIDKIFF, TS,ON HWY. 3095, THEN APROX 2 M EAST ON RD", ,LINE PIPE,PIPE, ,1952,CORROSION,"CORROSION, EXTERNAL",CORROSION,EXTERNAL,0,0,0,0,0,0,15000,12041.57783,26756.01584,NATURAL GAS LIQUID,2,3,0,NO,NO,8.63,0.32,35000,WELDED,,1100,580,YES,24,1412,9,76,EXTERNAL,Null,YES,OTHER,PIPE GRADUALLY CORRODED.,NO DATA, ,Null,NO DATA, ,Null,Null,"LINUS J. SCHMITZ, TECHNICAL SERVICES COORDINATOR",9186614814,"THE CONTRACT LINE FLYER, ON HIS WEEKLY FLIGHT, DISCOVERED THE LEAK AND REPORTED IT TO THE CONTROL CENTER.  THE LINE WAS SHUT DOWN, BLOCKED IN, AND THE SECTION OF PIPE REPLACED."
